Date,Time,Ptch(rad),Roll(rad),Yaw(rad),FM,RxBt(V),Curr(A),Capa(mAh),Bat%(%),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V),GPS,GAlt(m),GSpd(kts),Hdg(@)
2026-09-14,18:32:40.600,-0.07,-0.20,0.10,,7.6,0.0,0,0,-60,0,100,10,0,9,25,-45,100,10,-1,8,-650,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507755 -0.127894,7.0,11.7,189
2026-09-14,18:32:40.800,-0.08,-0.20,0.10,,7.6,0.0,0,0,-60,0,100,10,0,9,25,-45,100,10,-1,8,-661,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507754 -0.127901,7.0,11.8,190
2026-09-14,18:32:41.000,-0.08,-0.20,0.10,,7.6,0.0,0,0,-60,0,100,10,0,9,25,-45,100,10,-1,8,-672,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507753 -0.127908,6.9,12.0,191
2026-09-14,18:32:41.200,-0.08,-0.20,0.10,,7.6,0.0,0,0,-60,0,100,10,0,9,25,-45,100,10,-1,8,-682,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507752 -0.127915,6.8,12.1,192
2026-09-14,18:32:41.400,-0.09,-0.20,0.10,,7.6,0.0,0,0,-60,0,100,10,0,9,25,-45,100,10,-1,8,-692,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507751 -0.127922,6.8,12.3,192
2026-09-14,18:32:41.600,-0.09,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-702,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507750 -0.127929,6.7,12.4,193
2026-09-14,18:32:41.800,-0.09,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-711,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507749 -0.127937,6.6,12.6,194
2026-09-14,18:32:42.000,-0.09,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-720,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507748 -0.127944,6.6,12.7,194
2026-09-14,18:32:42.200,-0.10,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-729,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507747 -0.127951,6.5,12.9,195
2026-09-14,18:32:42.400,-0.10,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-737,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507746 -0.127958,6.4,13.0,196
2026-09-14,18:32:42.600,-0.10,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-744,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507744 -0.127965,6.4,13.2,197
2026-09-14,18:32:42.800,-0.11,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-751,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507743 -0.127971,6.3,13.3,197
2026-09-14,18:32:43.000,-0.11,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-758,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507742 -0.127978,6.2,13.5,198
2026-09-14,18:32:43.200,-0.11,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-764,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507740 -0.127985,6.2,13.6,199
2026-09-14,18:32:43.400,-0.11,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-770,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507739 -0.127992,6.1,13.7,199
2026-09-14,18:32:43.600,-0.12,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-775,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507737 -0.127999,6.1,13.9,200
2026-09-14,18:32:43.800,-0.12,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-780,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507736 -0.128006,6.0,14.0,201
2026-09-14,18:32:44.000,-0.12,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-784,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507734 -0.128013,5.9,14.1,202
2026-09-14,18:32:44.200,-0.12,-0.20,0.10,,7.6,0.0,0,0,-59,0,100,10,0,9,25,-45,100,10,-1,8,-788,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507732 -0.128019,5.9,14.3,202
2026-09-14,18:32:44.400,-0.13,-0.20,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-791,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507731 -0.128026,5.8,14.4,203
2026-09-14,18:32:44.600,-0.13,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-794,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507729 -0.128033,5.8,14.5,204
2026-09-14,18:32:44.800,-0.13,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-796,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507727 -0.128039,5.7,14.6,204
2026-09-14,18:32:45.000,-0.13,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-798,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507725 -0.128046,5.7,14.7,205
2026-09-14,18:32:45.200,-0.13,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-799,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507723 -0.128052,5.6,14.8,206
2026-09-14,18:32:45.400,-0.14,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-800,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507721 -0.128059,5.6,14.9,207
2026-09-14,18:32:45.600,-0.14,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-800,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507719 -0.128065,5.6,15.0,207
2026-09-14,18:32:45.800,-0.14,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-800,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507717 -0.128072,5.5,15.1,208
2026-09-14,18:32:46.000,-0.14,-0.19,0.10,,7.6,0.0,0,0,-58,0,100,10,0,9,25,-45,100,10,-1,8,-799,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507715 -0.128078,5.5,15.2,209
2026-09-14,18:32:46.200,-0.14,-0.18,0.10,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-798,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507713 -0.128084,5.4,15.3,210
2026-09-14,18:32:46.400,-0.14,-0.18,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-796,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507710 -0.128091,5.4,15.4,210
2026-09-14,18:32:46.600,-0.14,-0.18,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-794,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507708 -0.128097,5.4,15.5,211
2026-09-14,18:32:46.800,-0.15,-0.18,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-791,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507706 -0.128103,5.3,15.5,212
2026-09-14,18:32:47.000,-0.15,-0.18,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-788,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507703 -0.128109,5.3,15.6,212
2026-09-14,18:32:47.200,-0.15,-0.17,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-784,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507701 -0.128115,5.3,15.7,213
2026-09-14,18:32:47.400,-0.15,-0.17,0.09,,7.6,0.0,0,0,-57,0,100,10,0,9,25,-45,100,10,-1,8,-780,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507698 -0.128121,5.2,15.7,214
2026-09-14,18:32:47.600,-0.15,-0.17,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-775,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507696 -0.128127,5.2,15.8,215
2026-09-14,18:32:47.800,-0.15,-0.17,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-770,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507693 -0.128133,5.2,15.8,215
2026-09-14,18:32:48.000,-0.15,-0.17,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-765,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507691 -0.128139,5.1,15.9,216
2026-09-14,18:32:48.200,-0.15,-0.16,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-758,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507688 -0.128145,5.1,15.9,217
2026-09-14,18:32:48.400,-0.15,-0.16,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-752,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507685 -0.128151,5.1,15.9,217
2026-09-14,18:32:48.600,-0.15,-0.16,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-745,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507683 -0.128157,5.1,16.0,218
2026-09-14,18:32:48.800,-0.15,-0.16,0.09,,7.6,0.0,0,0,-56,0,100,10,0,9,25,-45,100,10,-1,8,-737,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507680 -0.128162,5.1,16.0,219
2026-09-14,18:32:49.000,-0.15,-0.15,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-729,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507677 -0.128168,5.1,16.0,220
2026-09-14,18:32:49.200,-0.15,-0.15,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-721,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507674 -0.128174,5.0,16.0,220
2026-09-14,18:32:49.400,-0.15,-0.15,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-712,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507671 -0.128179,5.0,16.0,221
2026-09-14,18:32:49.600,-0.15,-0.14,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-703,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507668 -0.128184,5.0,16.0,222
2026-09-14,18:32:49.800,-0.15,-0.14,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-693,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507665 -0.128190,5.0,16.0,222
2026-09-14,18:32:50.000,-0.15,-0.14,0.09,,7.6,0.0,0,0,-55,0,100,10,0,9,25,-45,100,10,-1,8,-683,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507662 -0.128195,5.0,16.0,223
2026-09-14,18:32:50.200,-0.15,-0.13,0.09,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-673,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507659 -0.128200,5.0,16.0,224
2026-09-14,18:32:50.400,-0.15,-0.13,0.09,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-662,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507656 -0.128206,5.0,15.9,225
2026-09-14,18:32:50.600,-0.15,-0.13,0.08,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-651,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507652 -0.128211,5.0,15.9,225
2026-09-14,18:32:50.800,-0.14,-0.12,0.08,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-639,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507649 -0.128216,5.0,15.9,226
2026-09-14,18:32:51.000,-0.14,-0.12,0.08,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-627,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507646 -0.128221,5.0,15.8,227
2026-09-14,18:32:51.200,-0.14,-0.12,0.08,,7.6,0.0,0,0,-54,0,100,10,0,9,25,-45,100,10,-1,8,-615,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507643 -0.128226,5.0,15.8,228
2026-09-14,18:32:51.400,-0.14,-0.11,0.08,,7.6,0.0,0,0,-53,0,100,10,0,9,25,-45,100,10,-1,8,-602,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507639 -0.128231,5.0,15.7,228
2026-09-14,18:32:51.600,-0.14,-0.11,0.08,,7.6,0.0,0,0,-53,0,100,10,0,9,25,-45,100,10,-1,8,-589,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507636 -0.128235,5.0,15.6,229
2026-09-14,18:32:51.800,-0.14,-0.11,0.08,,7.6,0.0,0,0,-53,0,100,10,0,9,25,-45,100,10,-1,8,-575,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507633 -0.128240,5.0,15.6,230
2026-09-14,18:32:52.000,-0.14,-0.10,0.08,,7.6,0.0,0,0,-53,0,100,10,0,9,25,-45,100,10,-1,8,-562,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507629 -0.128245,5.1,15.5,230
2026-09-14,18:32:52.200,-0.13,-0.10,0.08,,7.6,0.0,0,0,-53,0,100,10,0,9,25,-45,100,10,-1,8,-548,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507626 -0.128249,5.1,15.4,231
2026-09-14,18:32:52.400,-0.13,-0.10,0.08,,7.6,0.0,0,0,-52,0,100,10,0,9,25,-45,100,10,-1,8,-533,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507622 -0.128254,5.1,15.4,232
2026-09-14,18:32:52.600,-0.13,-0.09,0.08,,7.6,0.0,0,0,-52,0,100,10,0,9,25,-45,100,10,-1,8,-519,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6,51.507618 -0.128258,5.1,15.3,233
